# translate_merged.txt — non-Catalan text in the Biblioteca codebase
#
# Auto-merged from translate.txt (comment/string inventory) and
# translate1.txt (identifier / string-suggestion plan). Both files
# are kept untouched; this is the unified single source of truth.
#
# TSV columns:
#   KIND      COMMENT_BLOCK | COMMENT_LINE | STRING | IDENTIFIER | LICENSE_HEADER
#   FILE      source path relative to repo root
#   LINE      line number, or a range (e.g. 5-8)
#   LANG      en | mixed | section-header | ca   (blank for IDENTIFIER rows)
#   ORIGINAL  the non-Catalan text as it appears in source
#   SUGGESTED proposed Catalan form, or "-" if none / "keep" if no change
#   NOTES     context / occurrence counts / edge-case flags
#
# Meta sections (SUMMARY / RENAMES / JUDGMENT / FILE INVENTORY) from
# translate1.txt are preserved verbatim in the ## META block at the
# bottom of this file.
#
# Filter examples:
#   rg -F $'\tIDENTIFIER\t' translate_merged.txt
#   rg '^STRING\t' translate_merged.txt

KIND	FILE	LINE	LANG	ORIGINAL	SUGGESTED	NOTES
COMMENT_BLOCK	src/herramienta/UITheme.java	54	en	/** Snapshot the current Color state into an immutable Palette record. * Callers should prefer {@code UITheme.palette().xxx} over the raw * {@code UITheme.XXX} field accesses. */	-	
COMMENT_LINE	src/herramienta/UITheme.java	108	mixed	── Fixed colors (theme-independent) ─────────────────────────────────────	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	112	en	/** Search-highlight palette entries — used by the SearchHighlightRenderer. * Theme-independent: the highlight should pop on any background, so the * amber bg / black fg combo is shared across all themes. */	-	
COMMENT_LINE	src/herramienta/UITheme.java	126	mixed	── Light palette (warm library theme) ───────────────────────────────────	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	195	en	/** * Base font, rebuilt by {@link #rebuildFonts(String)} when the configured * font size changes. Held as {@code private static volatile} so external * code must go through {@link #fontBase()} to read the current value, * preventing races with {@code rebuildFonts} on the EDT. */	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	203	en	/** * Bold base font, rebuilt by {@link #rebuildFonts(String)} when the * configured font size changes. Held as {@code private static volatile} * so external code must go through {@link #fontBold()} to read the * current value, preventing races with {@code rebuildFonts} on the EDT. */	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	216	en	/** Pair with {@link Config}'s shutdown hook to release the cached Font * instances at JVM exit (belt-and-suspenders for the static-state pattern). */	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	301	mixed	/** Compat — maps to LIGHT or DARK. */	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	319	en	/** Backwards-compat overload — accepts the legacy "small"/"medium"/"large" key. */	-	
COMMENT_BLOCK	src/herramienta/UITheme.java	366	en	/** * Release the cached Font instances so the JVM can reclaim them * sooner at shutdown. Called automatically once via a JVM shutdown * hook (paired with {@link Config}'s) and safe to call manually * (idempotent, no-op if already cleared). */	-	
COMMENT_BLOCK	src/herramienta/UtilitatsColor.java	8	en	/** Color helpers (hex format/parse, swatch icon) used by shelf-color dialogs and theme code. */	-	
COMMENT_LINE	src/herramienta/UtilitatsColor.java	21	mixed	Expand #rgb → #rrggbb	-	
COMMENT_BLOCK	src/herramienta/UtilitatsColor.java	32	en	/** Small rounded-rectangle swatch icon for shelf-color display. */	-	
COMMENT_BLOCK	src/herramienta/ValidadorLlibre.java	54	en	/** * Validates and builds a Llibre. * Only isbn and nom are mandatory. All other fields accept null/blank and get * safe defaults (valoracio=0, preu=0, llegit=false, rest empty strings). */	-	
COMMENT_BLOCK	src/herramienta/csv/AbstractMappingCsvStrategy.java	26	en	/** * Generic "find or create by name" lookup. Caches the full table on * first call so subsequent lookups are O(1) hash hits. The cache is * held in the strategy so the same map is reused across rows. */	-	
STRING	src/herramienta/csv/AbstractMappingCsvStrategy.java	27	en	find or create by name	-	
COMMENT_BLOCK	src/herramienta/csv/AnalitzadorPertinençaPrestatgeria.java	6	en	/** * Parses the native CSV "shelves" column: a string like * <pre>NameA|7.5|true;NameB|0|false</pre> * into {@link Entry} records. */	-	
COMMENT_BLOCK	src/herramienta/csv/CsvImportStrategy.java	10	en	/** Returns true if the row was imported, false if skipped (e.g. duplicate). Throws on parse error. */	-	
STRING	src/herramienta/csv/GoodreadsCsvStrategy.java	35	mixed	ISBN buit	-	
STRING	src/herramienta/csv/LibraryThingCsvStrategy.java	43	mixed	Cognom, Nom	-	
STRING	src/herramienta/csv/LibraryThingCsvStrategy.java	43	mixed	Nom Cognom	-	
COMMENT_BLOCK	src/herramienta/csv/Rfc4180Reader.java	8	en	/** * Streaming RFC-4180 CSV reader. Replaces whole-file loading in {@link CsvUtils#parseLine} * for large imports. Returns one row at a time as a {@code String[]}. * * <p>Contract: {@link #hasNext()} is the only probe; {@link #next()} is * guaranteed to return non-null when {@code hasNext()} is true (and throw * {@link NoSuchElementException} otherwise). The previous API returned * {@code null} for a trailing empty input, forcing callers to null-check * {@code next()}; per the tot.txt LOW finding, the contract is now * "hasNext is the only probe". * * <p>Caller-supplied {@link Reader} must be {@code BufferedReader} for line-buffered reads. */	-	
COMMENT_BLOCK	src/herramienta/csv/Rfc4180Reader.java	30	en	/** Returns true if there is another row to read. The next call to * {@link #next()} will return a non-null {@code String[]}. */	-	
COMMENT_BLOCK	src/herramienta/csv/Rfc4180Reader.java	38	en	/** Reads the next logical row, joining continuation lines inside quotes. */	-	
COMMENT_BLOCK	src/herramienta/csv/Rfc4180Reader.java	47	en	/** Reads one logical row (or null at EOF) into a flat string. */	-	
COMMENT_BLOCK	src/herramienta/csv/UtilitatsCsv.java	41	en	/** Returns the trimmed value for the given column name, or "" if the column is absent * or its index exceeds the row length. Note: callers cannot distinguish a missing column * from a column whose value is actually empty — both yield "". For column-presence checks, * use hMap.containsKey(col) first. */	-	
COMMENT_BLOCK	src/herramienta/csv/UtilitatsCsv.java	62	en	/** Returns the trimmed value parsed as a double, or 0.0 on null/blank/parse failure. */	-	
COMMENT_BLOCK	src/herramienta/csv/UtilitatsCsv.java	79	en	/** Parses an ISBN string, converting any valid ISBN-10 to ISBN-13. * Delegates to {@link herramienta.Isbn13Normalizer#toIsbn13(String)} * (the canonical implementation) so the ISBN-10→13 checksum and * the lowercase-X tolerance are in one place — per the tot.txt LOW * finding on the three near-duplicate parseIsbn / normalizeIsbn13 * / toIsbn13 implementations. Falls back to a digit-only pass-through * for inputs that don't match the normalizer's strict shape, so the * CSV import path can still recover from unusual exports (the * normalizer returns null for those, but the CSV path wants a best * effort rather than a failed row). */	-	
COMMENT_BLOCK	src/herramienta/csv/UtilitatsCsv.java	97	en	/** Returns true if a book with the given ISBN already exists in the library (skip on import). */	-	
COMMENT_BLOCK	src/herramienta/export/ExportadorCsv.java	10	mixed	/** Delegating thin entry point; CSV export logic lives in {@link BookExporter#exportCSV}. */	-	
COMMENT_BLOCK	src/herramienta/export/GoodreadsExportService.java	17	en	/** Shared Goodreads-compatible CSV export used by API and Swing. */	-	
STRING	src/herramienta/export/GoodreadsExportService.java	46	mixed	Condition,Condition Description,BCID	-	
COMMENT_BLOCK	src/interficie/BibliotecaAdmin.java	5	en	/** * Danger-zone administrative operations. * Separate sub-interface so consumers that only need reads/writes (UI, API) need not depend * on backup/restore/clear capabilities. */	-	
COMMENT_BLOCK	src/interficie/BibliotecaReader.java	15	en	/** Loads notes/descripcio for a book returned by a light table query. */	-	
COMMENT_BLOCK	src/interficie/BibliotecaWriter.java	7	en	/** * CRUD surface of the library. The three danger-zone admin operations * (backup / restore / clearAll) are declared on the * {@link BibliotecaAdmin} sub-interface; this interface extends it for * backward-compatibility (per the tot.txt MEDIUM finding) but the * canonical way to obtain an admin handle is to require * {@code BibliotecaAdmin} in the constructor — most consumers do not * need those operations and should not have them in scope. * * <p>The "extending BibliotecaAdmin" half of the split is the * compatibility fix: legacy code that calls * {@code cd.backupToSQL(f)} on a {@code BibliotecaWriter} continues to * compile. New code that needs the admin operations should declare the * field as {@code BibliotecaAdmin} (the narrower type) so the type * system flags any caller that does not need to be trusted with * danger-zone operations. */	-	
COMMENT_BLOCK	src/interficie/BookReader.java	32	en	/** * Lean variant of {@link #getAllLlibres()}: same result, but explicitly * documented to skip heavy text/blob columns (descripcio, notes, cover). * Default delegates to {@code getAllLlibres} for backends that already * return a light view (in-memory tests) or where the cost is acceptable. */	-	
COMMENT_BLOCK	src/interficie/BookWriter.java	7	en	/** @deprecated prefer {@link #deleteLlibre(Long)} so callers carry only the key, not the full record. */	-	
COMMENT_BLOCK	src/interficie/InMemoryBibliotecaReader.java	13	en	/** * Pure-in-memory {@link BibliotecaReader} for fast UI / pure-logic tests that don't need JDBC. * Read-only; mutate the supplied lists between operations. * * <p>Note: {@link #aplicarFiltres} returns the full list unchanged — this * class does NOT honour filter criteria. Tests of filter logic must use a * real {@link BibliotecaReader} (e.g. via {@code ControladorDomini}). */	-	
STRING	src/interficie/InMemoryBibliotecaReader.java	34	en	Not found:	-	
